epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
161,1.206,1.070,0.0009549150281252633,56.86,60.93,0:01:39.079981,0:00:06.222067,no,yes
162,1.199,1.063,0.0009092514128748835,57.28,61.71,0:01:39.043677,0:00:06.213833,no,yes
163,1.205,1.061,0.0008645971286271914,56.95,61.60,0:01:39.218682,0:00:06.215409,no,yes
164,1.201,1.066,0.0008209631931586497,57.22,61.69,0:01:39.320611,0:00:06.240416,no,yes
165,1.205,1.063,0.0007783603724899257,57.04,61.82,0:01:39.314327,0:00:06.544153,no,yes
166,1.200,1.062,0.0007367991782295402,57.35,61.51,0:01:39.328543,0:00:06.224374,no,yes
167,1.199,1.061,0.0006962898649802812,57.46,61.85,0:01:39.582283,0:00:06.530447,no,yes
168,1.197,1.056,0.0006568424278090434,57.13,62.07,0:01:39.388087,0:00:06.533461,no,yes
169,1.196,1.060,0.0006184665997806821,57.43,61.38,0:01:39.271519,0:00:06.242018,no,yes
170,1.198,1.058,0.0005811718495565327,57.41,61.68,0:01:39.306470,0:00:06.235534,no,yes
171,1.198,1.057,0.0005449673790581611,57.24,62.03,0:01:39.337865,0:00:06.220162,no,yes
172,1.186,1.052,0.0005098621211969223,57.93,62.32,0:01:39.181359,0:00:06.529295,no,yes
173,1.197,1.057,0.0004758647376699032,57.08,61.97,0:01:39.364404,0:00:06.243548,no,yes
174,1.189,1.055,0.00044298361682277464,57.55,62.11,0:01:39.314085,0:00:06.240884,no,yes
175,1.191,1.050,0.0004112268715800954,57.60,61.80,0:01:39.316132,0:00:06.241893,no,yes
176,1.194,1.065,0.0003806023374435674,57.47,61.70,0:01:39.338526,0:00:06.232522,no,yes
177,1.183,1.048,0.00035111757055874323,57.73,62.19,0:01:39.247690,0:00:06.239372,no,yes
178,1.191,1.053,0.0003227798458506631,57.66,62.26,0:01:39.320676,0:00:06.217171,no,yes
179,1.190,1.045,0.0002955961552288727,57.72,62.40,0:01:39.200676,0:00:06.518518,no,yes
180,1.185,1.049,0.00026957320586227347,57.66,62.36,0:01:39.273794,0:00:06.234605,no,yes
181,1.184,1.052,0.0002447174185242323,57.74,61.94,0:01:39.449149,0:00:06.215178,no,yes
182,1.181,1.052,0.00022103492600834934,58.06,62.43,0:01:39.287692,0:00:06.553509,no,yes
183,1.181,1.047,0.0001985315716152852,58.03,62.43,0:01:39.533333,0:00:06.244174,no,yes
184,1.181,1.045,0.00017721290771101014,57.92,62.54,0:01:39.605647,0:00:06.547462,no,yes
185,1.179,1.046,0.00015708419435684514,58.09,62.50,0:01:39.344747,0:00:06.239979,no,yes
186,1.183,1.050,0.0001381503980116172,57.96,62.11,0:01:39.346424,0:00:06.229892,no,yes
187,1.183,1.043,0.00012041619030626336,57.53,62.71,0:01:39.271354,0:00:06.517026,no,yes
188,1.184,1.044,0.00010388594689117068,57.60,62.60,0:01:39.027831,0:00:06.213781,no,yes
189,1.180,1.046,8.856374635655638e-05,58.19,62.30,0:01:39.241276,0:00:06.247709,no,yes
190,1.179,1.046,7.445336922613064e-05,58.05,62.39,0:01:39.299165,0:00:06.243359,no,yes
191,1.175,1.045,6.155829702431169e-05,58.25,62.39,0:01:39.310027,0:00:06.234590,no,yes
192,1.180,1.044,4.988171141721231e-05,58.03,62.44,0:01:39.301213,0:00:06.238562,no,yes
193,1.170,1.044,3.9426493427611173e-05,58.20,62.41,0:01:39.135801,0:00:06.217222,no,yes
194,1.179,1.042,3.0195222724102018e-05,57.72,62.65,0:01:39.094964,0:00:06.210805,no,yes
195,1.179,1.047,2.2190176984600013e-05,57.94,62.35,0:01:39.074362,0:00:06.220380,no,yes
196,1.178,1.045,1.5413331334360176e-05,58.10,62.51,0:01:39.088097,0:00:06.217608,no,yes
197,1.179,1.045,9.866357858642203e-06,58.07,62.62,0:01:39.224197,0:00:06.231911,no,yes
198,1.177,1.042,5.5506251901504804e-06,58.26,62.81,0:01:39.464870,0:00:06.526807,no,yes
199,1.175,1.048,2.467198171341999e-06,58.03,62.47,0:01:39.298591,0:00:06.206151,no,yes
200,1.180,1.045,6.168375916970613e-07,58.02,62.57,0:01:39.386003,0:00:06.271362,no,yes
